"","ID","dataset_id","country","site","longitude","latitude","on_farm","variety","nut_response_eval","yield","N_fertilizer","N_splits","P_fertilizer","K_fertilizer","year","planting_date","harvest_date","dif","source","N100","P100","K100","blup_NGA","Ywp","N_base_supply","P_base_supply","K_base_supply","pyear","totalRF"
"34","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",1145,15,NA,7,12,"2017",2017-06-01,2017-11-01,153,"Carob",0.15,0.07,0.12,2006.31793541784,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"35","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NP",2856,14,NA,14,0,"2017",2017-06-01,2017-11-01,153,"Carob",0.14,0.14,0,2119.87240441633,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"36","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","Control",2401,0,NA,0,0,"2017",2017-06-01,2017-11-01,153,"Carob",0,0,0,965.432102790767,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"37","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",2538,15,NA,7,12,"2017",2017-06-01,2017-11-01,153,"Carob",0.15,0.07,0.12,2006.31793541784,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"38","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",2163,11,NA,9,18,"2017",2017-06-01,2017-11-01,153,"Carob",0.11,0.09,0.18,2181.39043217158,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"39","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NP",1875,14,NA,14,0,"2017",2017-06-01,2017-11-01,153,"Carob",0.14,0.14,0,2119.87240441633,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"40","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","Control",265,0,NA,0,0,"2017",2017-06-01,2017-11-01,153,"Carob",0,0,0,965.432102790767,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"41","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","Control",110,0,NA,0,0,"2017",2017-06-01,2017-11-01,153,"Carob",0,0,0,965.432102790767,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"42","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","Control",3733,0,NA,0,0,"2017",2017-06-01,2017-11-01,153,"Carob",0,0,0,965.432102790767,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"43","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",4983,15,NA,7,12,"2017",2017-06-01,2017-11-01,153,"Carob",0.15,0.07,0.12,2006.31793541784,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"44","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",3081,11,NA,9,18,"2017",2017-06-01,2017-11-01,153,"Carob",0.11,0.09,0.18,2181.39043217158,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"45","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NP",4359,14,NA,14,0,"2017",2017-06-01,2017-11-01,153,"Carob",0.14,0.14,0,2119.87240441633,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"46","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","Control",1119,0,NA,0,0,"2017",2017-06-01,2017-11-01,153,"Carob",0,0,0,965.432102790767,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"47","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",1418,15,NA,7,12,"2017",2017-06-01,2017-11-01,153,"Carob",0.15,0.07,0.12,2006.31793541784,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"48","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",1036,11,NA,9,18,"2017",2017-06-01,2017-11-01,153,"Carob",0.11,0.09,0.18,2181.39043217158,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"49","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NP",1213,14,NA,14,0,"2017",2017-06-01,2017-11-01,153,"Carob",0.14,0.14,0,2119.87240441633,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"50","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","Control",251,0,NA,0,0,"2017",2017-06-01,2017-11-01,153,"Carob",0,0,0,965.432102790767,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"51","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","Control",1939,0,NA,0,0,"2017",2017-06-01,2017-11-01,153,"Carob",0,0,0,965.432102790767,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"52","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",2341,15,NA,7,12,"2017",2017-06-01,2017-11-01,153,"Carob",0.15,0.07,0.12,2006.31793541784,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
"53","10.0287754-10.6228284","doi_10.25502_RGB5-GA15_D","Nigeria","",10.0287754,10.6228284,TRUE,"Sammaz 15","NPK",3048,11,NA,9,18,"2017",2017-06-01,2017-11-01,153,"Carob",0.11,0.09,0.18,2181.39043217158,10245,38.4000015258789,5.30000019073486,90.9000015258789,2017,896.888221979141
